Job_Title,Position,Employer,Province,Location,Skill,Seniority,Work_Type,Industry_Type,Avg_Salary
Senior Supply Chain Data Analysts,Data Engineer,TD Bank,Ontario,"West, Ontario","JIRA, CONFLUENCE, MACHINE LEARNING",Mid,In-Person,Finance,77750
Senior Business Analysts,Business Analyst,MUFG Investor Services,Nova Scotia,"Halifax, Nova Scotia",EXCEL,Senior,In-Person,Service,75250
Business and Technical Analysts,Data Analyst,Ungava Tulattavik Health Center,Quebec,"Quebec City, Quebec",NOTION,ANY,In-Person,Healthcare,142377.5
Senior Business Intelligence Analysts,Analyst,Edgecom Energy,Ontario,"North York, Ontario",No Specification,ANY,In-Person,Energy,56500
Business and Marketing Analysts,Analyst,BMO Financial Group,Quebec,"Laval, Quebec",No Specification,ANY,In-Person,Finance,78000
Senior Supply Chain Data Analysts,Business Analyst,CGI,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Others,77750
Financial and Operational Analysts,Analyst,Royal Bank of Canada,British Columbia,"Vancouver, British Columbia",EXCEL,ANY,In-Person,Finance,55120.28
Systems and Data Analysts,Analyst,Canadian Institute for Health Information,Ontario,"Ottawa, Ontario","SAS, PYTHON, R, DATABASE, EXCEL",Senior,In-Person,Technology,82720
Senior Business Analysts,Business Analyst,MUFG Investor Services,Ontario,"Toronto, Ontario",EXCEL,Senior,In-Person,Service,75250
Business and Marketing Analysts,Analyst,Oppein Cabinetry,Ontario,"Etobicoke, Ontario",No Specification,ANY,In-Person,Others,76000
Senior Business Analysts,Business Analyst,Foilcon,Ontario,"Toronto, Ontario","AZURE, GAP",ANY,In-Person,Technology,75250
Senior Business Analysts,Logistic Analyst,Chemtrade,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,64500
Senior Supply Chain Data Analysts,Analyst,Loblaw Companies Limited,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Technology,77750
Senior Business Analysts,Analyst,New Path Youth and Family Services,Ontario,"Barrie, Ontario","POWER BI, SPSS, DATABASE, EXCEL",ANY,In-Person,Service,49410.4
Senior Business Intelligence Analysts,Analyst,Scotiabank,Ontario,"Toronto, Ontario","POWER BI, EXCEL",Senior,In-Person,Finance,78150
Business and Technical Analysts,Analyst,Western Energy Services,Alberta,"Calgary, Alberta","EXCEL, DATABASE, EAGLE",ANY,In-Person,Energy,43720.28
Financial and Operational Analysts,Analyst,City of Brampton,Ontario,"Brampton, Ontario",No Specification,ANY,In-Person,Technology,91472
Senior Business Intelligence Analysts,Intern,MEG Energy,Alberta,"Calgary, Alberta",EXCEL,ANY,In-Person,Energy,78150
Business Systems Analysts,BI Analyst,Speerville Flour Mill Inc,New Brunswick,"Speerville, New Brunswick","SQL, BIG DATA, MACHINE LEARNING, JAVASCRIPT",ANY,In-Person,Others,57200
Business and Technical Analysts,Data Analyst,Ungava Tulattavik Health Center,Quebec,"Quebec City, Quebec",NOTION,ANY,In-Person,Healthcare,43720.28
Senior Business Analysts,Analyst,LifeWorks,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,DarkVision,British Columbia,"Vancouver, British Columbia",No Specification,ANY,In-Person,Others,70720
Systems and Data Analysts,System Analyst,SAIT,Alberta,"Calgary, Alberta","TABLEAU, POWER BI, SQL, DATABASE",ANY,In-Person,Technology,76000
Senior Business Intelligence Analysts,Business Analyst,Exadel Inc,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Others,78150
Systems and Data Analysts,Data Analyst,Riverside Natural Foods Ltd.,Ontario,"Toronto, Ontario",GAP,ANY,In-Person,Others,82720
Senior Business Intelligence Analysts,Analyst,BC Assessment,British Columbia,"Victoria, British Columbia",No Specification,ANY,In-Person,Others,71196.82
Senior Supply Chain Data Analysts,Analyst,Superior Propane Careers,Alberta,"Calgary, Alberta","POWER BI, EXCEL, SQL, EXCEL",Senior,In-Person,Automotive,77750
Senior Business Analysts,Business Analyst,NORSAT INTERNATIONAL INC,British Columbia,"Richmond, British Columbia","POWER BI, EXCEL, SQL, DATABASE",ANY,In-Person,Others,47600
Senior Supply Chain Data Analysts,Business Analyst,Lantic Inc.,British Columbia,"Vancouver, British Columbia","TABLEAU, POWER BI",Senior,In-Person,Others,77750
Business and Technical Analysts,Analyst,Independent Electricity System Operator (IESO),Ontario,"Mississauga, Ontario",DATABASE,ANY,In-Person,Technology,75361.795
Senior Business Intelligence Analysts,Analyst,BGIS,Ontario,"Markham, Ontario",FABRIC,ANY,In-Person,Others,78150
Financial and Operational Analysts,Analyst,Pival,Quebec,"Kirkland, Quebec",EXCEL,ANY,In-Person,Others,63229
Senior Supply Chain Data Analysts,System Analyst,University of British Columbia,British Columbia,"Vancouver, British Columbia","AZURE, DATABASE, HTML, CRYSTAL, PHP, MYSQL, SQL, PUPPET, POWERSHELL, JAVA, ASP, JAVASCRIPT",Mid,In-Person,Technology,43720.28
Senior Supply Chain Data Analysts,Analyst,CBC/Radio-Canada,Ontario,"Remote in Ottawa, Ontario",No Specification,Senior,Remote,Others,77750
Senior Supply Chain Data Analysts,Analyst,Alberta Energy Regulator,Alberta,"Calgary, Alberta","AZURE, POWER BI, DATABASE",ANY,Hybrid,Energy,83522.5
Senior Business Analysts,Business Analyst,Foilcon,Ontario,"Toronto, Ontario",DATABASE,ANY,In-Person,Technology,75250
Senior Business Analysts,Business Analyst,Spark Power,Ontario,"Oakville, Ontario",ORACLE CLOUD,Senior,In-Person,Energy,75250
Senior Supply Chain Data Analysts,Business Analyst,WSP,Quebec,"Montreal, Quebec","POWER BI, EXCEL",ANY,In-Person,Others,77750
Senior Supply Chain Data Analysts,Analyst,Securian Canada,Ontario,"Toronto, Ontario","SMARTSHEET, EXCEL",ANY,In-Person,Others,43720.28
Business Systems Analysts,Trainer,PCL Construction,Alberta,"Edmonton, Alberta",No Specification,ANY,In-Person,Construction,88668.4
Senior Business Intelligence Analysts,Executive,OSL Retail Services Inc,Quebec,"Montreal, Quebec",EXCEL,ANY,In-Person,Retail,100000
Business Systems Analysts,System Analyst,Blend Technologies Ltd.,Alberta,"Calgary, Alberta",C,ANY,In-Person,Technology,98176
Systems and Data Analysts,System Analyst,Scotiabank,Ontario,"Toronto, Ontario","POWER BI, BIG DATA, EXCEL",ANY,In-Person,Finance,82720
Business and Technical Analysts,Data Analyst,Riverside Natural Foods Ltd.,Ontario,"Toronto, Ontario",GAP,ANY,In-Person,Others,75361.795
Business and Technical Analysts,Risk Analyst,Plusgrade,Quebec,"Montreal, Quebec","EXCEL, TABLEAU, SQL, ALTERYX, PYTHON, GITHUB, C#, SNOWFLAKE, DATABASE",ANY,In-Person,Others,75361.795
Senior Business Analysts,System Analyst,Royal Bank of Canada,Ontario,"Toronto, Ontario","SQL, DATABASE, EXCEL",Senior,In-Person,Finance,75250
Senior Business Intelligence Analysts,Data Officer,Province of Nova Scotia,Nova Scotia,"Halifax, Nova Scotia",No Specification,Senior,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,Specialty Health Network Inc.,Ontario,"Mississauga, Ontario",EXCEL,ANY,In-Person,Healthcare,77750
Business Systems Analysts,System Analyst,City of London,Ontario,"London, Ontario","HTML, CSS, POWER BI, SSRS",ANY,In-Person,Technology,71933.5
Business and Technical Analysts,Other,Business Development Bank of Canada,Quebec,"Montreal, Quebec",AZURE,ANY,In-Person,Finance,43720.28
Business Systems Analysts,System Analyst,TV2 Consulting,New Brunswick,"Saint John, New Brunswick",SAS,ANY,In-Person,Consulting,88668.4
Senior Business Analysts,System Analyst,Royal Bank of Canada,Nova Scotia,"Halifax, Nova Scotia","SQL, BIG DATA, EXCEL, HADOOP, PYTHON, JUPYTER",Senior,In-Person,Finance,75250
Senior Supply Chain Data Analysts,Analyst,AltaLink,Alberta,"Calgary, Alberta","C#, EXCEL, AZURE, DATABASE",ANY,In-Person,Others,82500
Senior Supply Chain Data Analysts,Analyst,GoAutomate,Ontario,"Etobicoke, Ontario","JAVASCRIPT, JAVASCRIPT",ANY,In-Person,Others,59500
Business and Marketing Analysts,Analyst,Nature Fresh Farms Inc,Ontario,"Leamington, Ontario",EXCEL,ANY,In-Person,Others,76000
Financial and Operational Analysts,Analyst,Weir Group,British Columbia,"Surrey, British Columbia",EXCEL,ANY,In-Person,Others,95000
Senior Business Intelligence Analysts,Analyst,Interior Health Authority,British Columbia,"Kelowna, British Columbia",No Specification,ANY,In-Person,Technology,94536
Senior Supply Chain Data Analysts,Business Analyst,CBC/Radio-Canada,Quebec,"Montreal, Quebec",JIRA,Senior,Hybrid,Others,77750
Senior Business Intelligence Analysts,Analyst,BGIS,Ontario,"Markham, Ontario",FABRIC,ANY,In-Person,Others,78150
Business Systems Analysts,System Analyst,Renteknik Group Inc.,Ontario,"Burlington, Ontario","EXCEL, C",ANY,In-Person,Others,101972
Senior Business Intelligence Analysts,Analyst,"CMEC Council Of Ministers of Education, Canada",Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Education,77347
Financial and Operational Analysts,Analyst,Peterborough Regional Health Centre,Ontario,"Peterborough, Ontario","EXCEL, EXCEL",ANY,In-Person,Healthcare,88285.59999999999
Business and Technical Analysts,Analyst,Pratt & Whitney,Quebec,"Longueuil, Quebec","C#, MATLAB, ASSEMBLY",ANY,In-Person,Technology,75361.795
Business and Marketing Analysts,Analyst,Ebury,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,76000
Senior Supply Chain Data Analysts,Analyst,Definity Financial Corporation,Ontario,"Waterloo, Ontario","SAS, VBA, EXCEL, DATABASE",Senior,In-Person,Technology,105100
Business Systems Analysts,System Analyst,Web Infomatic Services Ltd,Alberta,"Calgary, Alberta",C,ANY,In-Person,Service,98176
Financial and Operational Analysts,Analyst,Niche Bakers Corp,Ontario,"Etobicoke, Ontario",EXCEL,ANY,In-Person,Others,63229
Business and Marketing Analysts,Analyst,Reckitt,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Technology,43720.28
Senior Supply Chain Data Analysts,Analyst,Definity Financial Corporation,Ontario,"Waterloo, Ontario","SAS, VBA, EXCEL, DATABASE",Senior,In-Person,Technology,105100
Business and Marketing Analysts,Analyst,Reckitt,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Technology,43720.28
Business Systems Analysts,System Analyst,Web Infomatic Services Ltd,Alberta,"Calgary, Alberta",C,ANY,In-Person,Service,98176
Financial and Operational Analysts,Analyst,Niche Bakers Corp,Ontario,"Etobicoke, Ontario",EXCEL,ANY,In-Person,Others,63229
Senior Business Analysts,Analyst,BMO Financial Group,Quebec,"Montreal, Quebec",No Specification,Senior,In-Person,Finance,63500
Business and Technical Analysts,Analyst,Airmedic,Quebec,"Longueuil, Quebec","POWER BI, SQL, AZURE, POWER BI, SSIS, SQLSERVER, .NET",ANY,In-Person,Healthcare,75361.795
Business and Technical Analysts,Analyst,Barrantes & Associates Inc.,Ontario,"Guelph, Ontario",No Specification,ANY,In-Person,Others,72500
Senior Business Intelligence Analysts,Analyst,EY,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,78150
Senior Supply Chain Data Analysts,Logistic Analyst,CCM Hockey,Quebec,"Montreal, Quebec",No Specification,ANY,In-Person,Others,77750
Senior Business Intelligence Analysts,Analyst,ATB Financial,Alberta,"Calgary, Alberta",JIRA,ANY,In-Person,Finance,78150
Senior Supply Chain Data Analysts,Logistic Analyst,CCM Hockey,Quebec,"Saint-Jean-sur-Richelieu, Quebec",No Specification,ANY,In-Person,Others,77750
Financial and Operational Analysts,Analyst,Definity Financial Corporation,Ontario,"Toronto, Ontario","EXCEL, SAS, VBA, C#, PYTHON, R",ANY,In-Person,Technology,77800
Senior Supply Chain Data Analysts,System Analyst,Riverside Natural Foods Ltd.,Ontario,"Toronto, Ontario",GAP,ANY,In-Person,Others,77750
Senior Business Analysts,Analyst,North American Construction Group Inc.,Alberta,"Acheson, Alberta",EXCEL,Senior,In-Person,Construction,43720.28
Senior Supply Chain Data Analysts,Analyst,Definity Financial Corporation,Ontario,"Toronto, Ontario","EXCEL, SAS, VBA, C#, PYTHON, R",Mid,In-Person,Technology,88750
Senior Business Intelligence Analysts,Business Analyst,Saint Laurent Consulting,Remote,Remote,"POWER BI, EXCEL",ANY,Remote,Consulting,78150
Senior Supply Chain Data Analysts,Data Associate,Function Health,Remote,Remote,"SQL, PYTHON, TABLEAU, SWIFT, MACHINE LEARNING, AWS, CONFLUENCE, EXCEL, GAP, POWER BI, JIRA",Mid,Remote,Healthcare,77750
Systems and Data Analysts,Data Officer,CNSC/CCSN,Ontario,"Ottawa, Ontario",No Specification,ANY,In-Person,Others,82720
Senior Data Analysts,Data Analyst,Cabela's,Manitoba,"Winnipeg, Manitoba","SQL, POWER BI, PYTHON, VISUAL BASIC, EXCEL, GOOGLE CLOUD PLATFORM",ANY,In-Person,Others,58000
Senior Data Analysts,Data Analyst,Value Partners Investments,Manitoba,"Winnipeg, Manitoba","POWER BI, FABRIC, TABLEAU, SQL, GAP, PYTHON, R",ANY,In-Person,Finance,43720.28
Senior Business Analysts,BI Analyst,Vancouver Whitecaps FC,British Columbia,"Vancouver, British Columbia","SQL, TABLEAU, POWER BI, EXCEL",ANY,In-Person,Technology,75000
Senior Data Analysts,Data Analyst,Canadian Tire Corporation,Ontario,"Oakville, Ontario","AWS, SQL, BIG DATA, SNOWFLAKE, HADOOP, AZURE, PYTHON",Senior,In-Person,Others,43720.28
Systems and Data Analysts,Data Specialist,Island Health,British Columbia,"Victoria, British Columbia","DATABASE, SQL",Senior,In-Person,Healthcare,115689.6
Business and Marketing Analysts,Business Analyst,The Minto Group,Ontario,"Ottawa, Ontario","POWER BI, EXCEL, SQL",ANY,In-Person,Others,76000
Senior Business Intelligence Analysts,Financial Analyst,ServiceTitan,Remote,Remote,"TABLEAU, SQL, BIG DATA, EXCEL, APACHE AIRFLOW",Senior,Remote,Technology,66120.28
Business Systems Analysts,Data Analyst,Scotiabank,Ontario,"Toronto, Ontario","BIG DATA, SQL, EXCEL, GAP, BIG DATA",ANY,In-Person,Finance,88668.4
Senior Business Analysts,Data Analyst,Ontario Securities Commission,Ontario,"Toronto, Ontario","TABLEAU, CRYSTAL, SQL, GAP, PYTHON, R",Senior,In-Person,Technology,75250
Business and Marketing Analysts,Business Analyst,Porter Airlines Inc.,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,76000
Systems and Data Analysts,System Analyst,Systematic Squad Inc.,Alberta,"Calgary, Alberta",DATABASE,ANY,In-Person,Others,62400
Business Systems Analysts,System Analyst,Delbridge Solutions Inc.,Ontario,"Concord, Ontario",SQL,ANY,In-Person,Consulting,88668.4
Senior Business Intelligence Analysts,Analyst,Sun Life,Ontario,"North York, Ontario","TABLEAU, GENESYS, SQL",ANY,In-Person,Others,71300
Senior Business Intelligence Analysts,Risk Analyst,Aviva,Ontario,"Markham, Ontario",EXCEL,ANY,In-Person,Others,78150
Senior Supply Chain Data Analysts,Analyst,Scotiabank,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Finance,77750
Senior Business Intelligence Analysts,Analyst,Sun Life,Ontario,"Waterloo, Ontario","TABLEAU, GENESYS, SQL",ANY,In-Person,Others,71300
Financial and Operational Analysts,Analyst,Klick Health,Ontario,"Toronto, Ontario","TABLEAU, SQL, DATABASE",ANY,In-Person,Healthcare,63229
Business and Technical Analysts,Analyst,Ledcor,Alberta,"Calgary, Alberta","EXCEL, DATABASE",ANY,In-Person,Others,75361.795
Business and Technical Analysts,Analyst,Ledcor,Alberta,"Edmonton, Alberta","EXCEL, DATABASE",ANY,In-Person,Others,75361.795
Senior Business Intelligence Analysts,Risk Analyst,Vault Credit Corporation,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Technology,78150
Senior Supply Chain Data Analysts,Analyst,Affirm,Ontario,"Remote in Toronto, Ontario","MACHINE LEARNING, PYTHON, SQL",Mid,Remote,Legal,134000
Senior Business Intelligence Analysts,System Analyst,City of Windsor,Ontario,"Windsor, Ontario","DATABASE, SQL, SQL, SHELL, C#, PYTHON, JAVASCRIPT",ANY,In-Person,Technology,113000
Senior Supply Chain Data Analysts,Business Analyst,Electronic Arts,British Columbia,"Vancouver, British Columbia","TABLEAU, AWS, SQL, AZURE, POWER BI, LOOKER, DATABASE",Senior,In-Person,Others,106150
Business and Marketing Analysts,Business Analyst,MGIS,Ontario,"Ottawa, Ontario",No Specification,ANY,In-Person,Others,76000
Business and Technical Analysts,Analyst,Ledcor,British Columbia,"Vancouver, British Columbia","EXCEL, DATABASE",ANY,In-Person,Others,75361.795
Business and Marketing Analysts,Analyst,Toronto Hydro,Ontario,"Toronto, Ontario","TABLEAU, MACHINE LEARNING, SQL, EXCEL, ALTERYX, VBA",ANY,In-Person,Others,76000
Senior Business Analysts,Analyst,City of Toronto,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Technology,94983.2
Business and Marketing Analysts,Business Analyst,MGIS,Ontario,"Ottawa, Ontario",No Specification,ANY,In-Person,Others,76000
Senior Business Analysts,Analyst,City of Toronto,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Technology,94983.2
Business and Technical Analysts,Analyst,Ledcor,British Columbia,"Vancouver, British Columbia","EXCEL, DATABASE",ANY,In-Person,Others,75361.795
Business and Marketing Analysts,Analyst,Toronto Hydro,Ontario,"Toronto, Ontario","TABLEAU, MACHINE LEARNING, SQL, EXCEL, ALTERYX, VBA",ANY,In-Person,Others,76000
Financial and Operational Analysts,Analyst,Circle K,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,63229
Financial and Operational Analysts,Risk Analyst,goeasy,Ontario,"Mississauga, Ontario","SAS, SQL",ANY,In-Person,Others,63229
Senior Data Analysts,Analyst,Porter Airlines Inc.,Ontario,"Toronto, Ontario","TABLEAU, EXCEL, R",ANY,In-Person,Others,77500
Systems and Data Analysts,Data Specialist,CAA Club Group,Ontario,"Thornhill, Ontario","SQL, POWER BI, SSRS, QLIKSENSE, BIG DATA, SQL, EXCEL, QLIK SENSE, DATABASE",Senior,In-Person,Others,82720
Financial and Operational Analysts,Quantitative Analyst,"Connor, Clark & Lunn Financial Group",British Columbia,"Vancouver, British Columbia",EXCEL,ANY,In-Person,Finance,135000
Business and Marketing Analysts,Business Analyst,Energy Safety Canada,Alberta,"Calgary, Alberta","DATABASE, HTML",ANY,In-Person,Energy,76000
Business and Marketing Analysts,Business Analyst,Bayshore HealthCare,Ontario,"Mississauga, Ontario","POWER BI, JIRA, MIRO",ANY,In-Person,Healthcare,76000
Systems and Data Analysts,System Analyst,SULYMON GLOBAL INC.,Ontario,"North York, Ontario","DATABASE, PYTHON, SQL",ANY,In-Person,Others,90480
Systems and Data Analysts,Data Analyst,National Bank of Canada,Quebec,"Montreal, Quebec","AWS, CONFLUENCE, GITHUB, JAVA, LUCIDCHART, JIRA",Senior,In-Person,Finance,82720
Senior Supply Chain Data Analysts,Analyst,Vancouver Coastal Health,British Columbia,"Vancouver, British Columbia",No Specification,ANY,In-Person,Healthcare,96668
Business and Technical Analysts,Analyst,Medicentres Canada Inc.,Ontario,"Newmarket, Ontario",No Specification,ANY,In-Person,Healthcare,75361.795
Systems and Data Analysts,System Analyst,Systematic Squad Inc.,Alberta,"Calgary, Alberta",DATABASE,ANY,In-Person,Others,62400
Senior Business Intelligence Analysts,Analyst,ENERCARE,Ontario,"Markham, Ontario","EXCEL, TABLEAU, SQL, GAP, POWER BI",ANY,In-Person,Automotive,78150
Senior Business Intelligence Analysts,Analyst,ENERCARE,Ontario,"Markham, Ontario","EXCEL, TABLEAU, SQL, GAP, POWER BI",ANY,In-Person,Automotive,78150
Senior Business Analysts,Intern,NORSAT INTERNATIONAL INC,British Columbia,"Richmond, British Columbia","POWER BI, EXCEL, SQL, DATABASE",ANY,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,McCain Foods Limited,Ontario,"Toronto, Ontario",POWER BI,ANY,In-Person,Technology,77750
Senior Supply Chain Data Analysts,Business Analyst,Intact,Quebec,"Montreal, Quebec","MACHINE LEARNING, JIRA, CONFLUENCE",ANY,In-Person,Others,77750
Financial and Operational Analysts,Analyst,Alliance Door Products,British Columbia,"Abbotsford, British Columbia",EXCEL,ANY,In-Person,Others,43720.28
Business Systems Analysts,System Analyst,Eastlink,Nova Scotia,"Halifax, Nova Scotia",No Specification,ANY,In-Person,Others,88668.4
Senior Business Analysts,Business Analyst,"Taro Pharmaceuticals INC, Canada",Ontario,"Brampton, Ontario",EXCEL,Senior,In-Person,Healthcare,75250
Senior Data Analysts,Data Analyst,Triumph Well Services,Alberta,"Calgary, Alberta",No Specification,ANY,In-Person,Service,104000
Business and Marketing Analysts,Analyst,Toronto Hydro,Ontario,"Toronto, Ontario","DATABASE, DATABASE, TABLEAU, SQL, ALTERYX, PYTHON, R",ANY,In-Person,Others,76000
Business and Technical Analysts,BI Analyst,Irving Shipbuilding,Nova Scotia,"Dartmouth, Nova Scotia",EXCEL,ANY,In-Person,Others,75361.795
Senior Business Intelligence Analysts,BI Analyst,Gildan Activewear Inc,Quebec,"Montreal, Quebec","TABLEAU, SQL, SNOWFLAKE, QLIKVIEW, TALEND",Senior,In-Person,Others,43720.28
Senior Business Analysts,Business Analyst,"Taro Pharmaceuticals INC, Canada",Ontario,"Brampton, Ontario",EXCEL,Senior,In-Person,Healthcare,75250
Senior Data Analysts,Analyst,VISAY TECHNOLOGIES INC,Alberta,"Edmonton, Alberta",DATABASE,ANY,In-Person,Technology,87464
Senior Business Analysts,Analyst,ServiceTitan,Remote,Remote,EXCEL,Senior,Remote,Technology,61620.28
Financial and Operational Analysts,Risk Analyst,University of Manitoba,Manitoba,"Winnipeg, Manitoba",No Specification,ANY,In-Person,Technology,80914.7
Systems and Data Analysts,Analyst,Copperleaf Technologies Inc.,British Columbia,"Vancouver, British Columbia","AWS, SQL, ORACLE DATABASE, DATABASE, DATABASE, REASON",ANY,In-Person,Technology,97500
Senior Business Analysts,Analyst,Tim Hortons | Company #4020653,Ontario,"London, Ontario","SAS, FABRIC, EXCEL",ANY,In-Person,Others,75250
Systems and Data Analysts,Data Analyst,Owen Sound Family Health Team,Ontario,"Owen Sound, Ontario",DATABASE,ANY,In-Person,Healthcare,51272
Business Systems Analysts,System Analyst,UST Global,Ontario,"Toronto, Ontario","SQL, EXCEL",ANY,In-Person,Others,88668.4
Senior Supply Chain Data Analysts,System Analyst,Lifemark Health Group,Ontario,"North York, Ontario","CONFLUENCE, EXCEL, GAP, AZURE, JIRA",ANY,In-Person,Healthcare,77750
Systems and Data Analysts,Business Analyst,Vail Resorts Corporate,Remote,Remote,"C#, EXCEL, SQL, DATABASE",ANY,Remote,Travel,78555
Senior Business Intelligence Analysts,Analyst,City of Edmonton,Alberta,"Edmonton, Alberta",DATABASE,Mid,In-Person,Technology,97239.79
Financial and Operational Analysts,Analyst,Alliance Door Products,Alberta,"Calgary, Alberta",EXCEL,ANY,In-Person,Others,63229
Senior Business Analysts,Analyst,CTi Living,Ontario,"Etobicoke, Ontario",EXCEL,Junior,In-Person,Others,52600
Senior Business Intelligence Analysts,Business Analyst,MaintainX,Ontario,"Toronto, Ontario","SHELL, C#, JIRA, CONFLUENCE",ANY,In-Person,Others,43720.28
Senior Business Intelligence Analysts,Analyst,Cozey,Quebec,"Montreal, Quebec","VBA, EXCEL",ANY,In-Person,Others,78150
Senior Business Analysts,Business Analyst,Foilcon,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Technology,75250
Senior Business Analysts,Business Analyst,Jeevan Technologies,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Technology,158640
Senior Business Intelligence Analysts,Analyst,Cozey,Quebec,"Montreal, Quebec","VBA, EXCEL",ANY,In-Person,Others,78150
Senior Business Analysts,Business Analyst,Foilcon,Ontario,"Toronto, Ontario",No Specification,Senior,In-Person,Technology,75250
Senior Supply Chain Data Analysts,Analyst,IMP Group,Nova Scotia,"Amherst, Nova Scotia",EXCEL,ANY,In-Person,Others,77750
Business and Marketing Analysts,Business Analyst,MacDon Industries Ltd.,Manitoba,"Winnipeg, Manitoba",EXCEL,ANY,In-Person,Others,76000
Senior Supply Chain Data Analysts,Analyst,C.G.I.,Quebec,"Montreal, Quebec","JIRA, GAP, SQL, CONFLUENCE",ANY,In-Person,Others,77750
Senior Business Intelligence Analysts,Business Analyst,BC Centre for Excellence in HIV/AIDS,British Columbia,"Vancouver, British Columbia","PYTHON, SQL",ANY,In-Person,Others,80585.9
Senior Supply Chain Data Analysts,Business Analyst,Element Fleet Management,Ontario,"Mississauga, Ontario","JIRA, EXCEL, SMARTSHEET",ANY,In-Person,Others,77750
Financial and Operational Analysts,Analyst,Canco,British Columbia,"Kelowna, British Columbia",No Specification,ANY,In-Person,Others,65000
Business Systems Analysts,System Analyst,"Rothmans, Benson & Hedges Inc",Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Others,98155
Business and Technical Analysts,Data Analyst,Entegra LLP,Alberta,"Leduc, Alberta",EXCEL,ANY,In-Person,Others,75361.795
Financial and Operational Analysts,Analyst,Intelcom,Quebec,"Montreal, Quebec",EXCEL,ANY,In-Person,Others,63229
Senior Business Analysts,Logistic Analyst,NewAge Products Inc,Remote,Remote,"TABLEAU, CRYSTAL, SQL, EXCEL, VBA, DATABASE",Senior,Remote,Others,75250
Senior Business Analysts,Analyst,CLEAResult,British Columbia,"Port Coquitlam, British Columbia",EXCEL,ANY,In-Person,Others,58240
Business and Technical Analysts,Analyst,BGIS,Ontario,"Markham, Ontario","FABRIC, EXCEL, R",ANY,In-Person,Others,75361.795
Senior Business Intelligence Analysts,Developer,Q1 Technologies,Quebec,"Montreal, Quebec","POWER BI, SQL, DATABASE",ANY,In-Person,Technology,141440
Senior Supply Chain Data Analysts,Analyst,ALS Global,British Columbia,"Kamloops, British Columbia",EXCEL,ANY,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Analyst,The City of Maple Ridge,British Columbia,"Maple Ridge, British Columbia",MAPLE,ANY,In-Person,Technology,103064
Senior Supply Chain Data Analysts,System Analyst,Authentic8,Remote,Remote,"C#, JIRA, CONFLUENCE",Senior,Remote,Others,77750
Business and Technical Analysts,Analyst,Enerkem Inc.,Quebec,"Montreal, Quebec","C#, PYTHON",ANY,In-Person,Others,43720.28
Senior Supply Chain Data Analysts,Statistician,The Home Depot Canada,Ontario,"Toronto, Ontario","TABLEAU, EXCEL, LOOKER",ANY,Hybrid,Others,77750
Senior Supply Chain Data Analysts,Analyst,American Iron and Metal,Ontario,"Hamilton, Ontario",EXCEL,ANY,In-Person,Others,77750
Senior Supply Chain Data Analysts,System Analyst,Scotiabank,Ontario,"Scarborough, Ontario","GAP, EXCEL",Senior,Hybrid,Finance,77750
Financial and Operational Analysts,Analyst,Boreala Management,Quebec,"Montreal, Quebec",EXCEL,ANY,In-Person,Others,63229
Business and Marketing Analysts,Business Analyst,InSync,Alberta,"Calgary, Alberta",No Specification,ANY,In-Person,Others,76000
Senior Supply Chain Data Analysts,Analyst,McCain Foods Limited,Ontario,"Toronto, Ontario",No Specification,ANY,In-Person,Technology,77750
Systems and Data Analysts,Lead,Kwantlen Polytechnic University,British Columbia,"Surrey, British Columbia","HTML, SQL, REASON, EXCEL, PYTHON, JAVASCRIPT, R, DATABASE",Senior,In-Person,Technology,47320
Business and Marketing Analysts,Business Analyst,Spark Power,Ontario,"Oakville, Ontario",ORACLE CLOUD,ANY,In-Person,Energy,76000
Business and Technical Analysts,Analyst,Gildan Activewear Inc,Quebec,"Montreal, Quebec","POWER BI, TABLEAU, EXCEL",Senior,In-Person,Others,43720.28
Senior Business Intelligence Analysts,Analyst,S&P Global,Ontario,"Toronto, Ontario",EXCEL,ANY,In-Person,Others,78150
