Job_Title,Position,Employer,Province,Location,Skill,Seniority,Work_Type,Industry_Type,Avg_Salary
Senior Business Analysts,Business Analyst,TELUS International,British Columbia,"Vancouver, British Columbia","ENTERPRISE SOFTWARE, PROJECT MANAGEMENT, PRESENTATION SKILLS, MACHINE LEARNING, DATA ANALYTICS",Senior,In-Person,Others,60500
Business and Technical Analysts,Business Analyst,Techprism.inc,Ontario,"Mississauga, Ontario","JIRA, DATA MODELING, BUSINESS INTELLIGENCE, SAS, QLIKVIEW",Senior,In-Person,Technology,85500
Systems and Data Analysts,Business Analyst,TELUS,Remote,Remote,"ORACLE, SALES, RELATIONAL DATABASES, GOOGLE CLOUD PLATFORM, SQL",ANY,Remote,Others,82720
Business and Marketing Analysts,Business Analyst,Electronic Arts,British Columbia,"Vancouver, British Columbia","PROCUREMENT, STATISTICS, DATA VISUALIZATION, NO SQL",ANY,In-Person,Others,81000
Financial and Operational Analysts,Analyst,Rakuten,Ontario,"Toronto, Ontario","TABLEAU, SQL, DATA ANALYTICS",ANY,In-Person,Others,94000
Systems and Data Analysts,Analyst,BC Rapid Transit Co. Ltd,British Columbia,"Vancouver, British Columbia","STATISTICS, PRESENTATION SKILLS, RECRUITING, COMPUTER SKILLS, NO SQL",ANY,In-Person,Technology,94500
Senior Business Intelligence Analysts,Analyst,Financial Services Regulatory Authority of Ontario (FSRA),Ontario,"Toronto, Ontario","PYTHON, NO SQL, COMPUTER SCIENCE, SQL, IIS",ANY,In-Person,Technology,78150
Senior Supply Chain Data Analysts,Analyst,IMP Group,British Columbia,"Abbotsford, British Columbia","NO SQL, SQL, PYTHON, PROJECT MANAGEMENT, CONTINUOUS IMPROVEMENT",ANY,In-Person,Others,63000
Senior Business Analysts,Business Analyst,NRT Technology Corp.,Ontario,"Toronto, Ontario","JIRA, TABLEAU, PYTHON, OFFICE SUITE, MATH",ANY,In-Person,Technology,69000
Senior Business Intelligence Analysts,Analyst,Spectra Aluminum Products,Ontario,"Bradford, Ontario","POWER BI, SQL, ACCOUNTS PAYABLE, QLIKVIEW, BUSINESS ANALYSIS",ANY,In-Person,Others,70500
Senior Supply Chain Data Analysts,Analyst,Purdys Chocolatier,British Columbia,"Vancouver, British Columbia","POWER BI, SQL, SALES, STATISTICS, STATISTICS",ANY,In-Person,Others,77500
Business Systems Analysts,Analyst,Sobeys,Ontario,"Mississauga, Ontario","PROJECT MANAGEMENT, PRESENTATION SKILLS, NO SQL, STRATEGIC PLANNING",ANY,In-Person,Others,87500
Business Systems Analysts,System Analyst,BMO Financial Group,Ontario,"Toronto, Ontario","RELATIONAL DATABASES, WRITING SKILLS, SQL, STATISTICS, RELEASE MANAGEMENT",ANY,In-Person,Finance,107000
Systems and Data Analysts,System Analyst,Snaplii Inc.,Ontario,"Mississauga, Ontario","PYTHON, SASS, COMPUTER SKILLS, LINUX, DATA WAREHOUSE",ANY,In-Person,Others,91500
Systems and Data Analysts,Data Analyst,Michael Garron Hospital,Ontario,"Toronto, Ontario","NO SQL, STATISTICS, SQL, MICROSOFT ACCESS, STATISTICS",Senior,In-Person,Technology,63500
Financial and Operational Analysts,Analyst,Canada Goose Inc.,Ontario,"Toronto, Ontario","SQL, OFFICE SUITE, STATISTICS, PROJECT MANAGEMENT, HRIS",ANY,In-Person,Others,75000
Financial and Operational Analysts,Analyst,Mckeil Marine Limited,Ontario,"Burlington, Ontario","SQL, PROCUREMENT, SUPPLY CHAIN, ERP SYSTEMS, OFFICE SUITE",ANY,In-Person,Technology,58000
Senior Supply Chain Data Analysts,Analyst,ENERCARE,Ontario,"Markham, Ontario","PYTHON, NO SQL, SQL, PYTHON, OFFICE SUITE",ANY,In-Person,Automotive,50600
Senior Business Intelligence Analysts,Analyst,Dayforce,Remote,"Canada, Remote","CERIDIAN, DISASTER RECOVERY, STATISTICS, DAYFORCE, PRESENTATION SKILLS",Senior,In-Person,Others,116500
Senior Supply Chain Data Analysts,Data Consultant,Equitable CA,Ontario,"Waterloo, Ontario","HP ALM, DATA MODELING, BUSINESS ANALYSIS, STATISTICS, VISIO",Senior,In-Person,Technology,88500
Senior Supply Chain Data Analysts,Data Consultant,Equitable CA,Quebec,"Waterloo, Quebec","HP ALM, DATA MODELING, BUSINESS ANALYSIS, STATISTICS, VISIO",Senior,In-Person,Technology,88500
Financial and Operational Analysts,Analyst,SGS,Ontario,"Mississauga, Ontario","SQL, PROCUREMENT, OFFICE SUITE, STATISTICS, SHAREPOINT",ANY,In-Person,Others,73500
Senior Business Analysts,Business Analyst,AssetWorks,Alberta,"Calgary, Alberta","JIRA, WEB DESIGN, OFFICE SUITE, STATISTICS, PRESENTATION SKILLS",Junior,In-Person,Others,84000
Senior Business Intelligence Analysts,Analyst,City of Edmonton,Alberta,"Edmonton, Alberta","GOOGLE SUITE, RESEARCH, DATABASE MANAGEMENT, PROJECT MANAGEMENT, PRESENTATION SKILLS",Mid,In-Person,Technology,97500
Business Systems Analysts,System Analyst,Equiton Partners Inc.,Ontario,"Burlington, Ontario","COMPUTER SCIENCE, SQL, ERP SYSTEMS, YARDI, SQL",ANY,In-Person,Technology,79000
Business and Marketing Analysts,Analyst,Clairvest,Ontario,"Toronto, Ontario","PYTHON, POWER BI, SQL, STATISTICS, MAILCHIMP",ANY,In-Person,Others,47600
Financial and Operational Analysts,Analyst,Dayforce,Remote,"Canada, Remote","PRICING, POWER BI, SQL, CERIDIAN, TABLEAU",ANY,In-Person,Others,116500
Business and Marketing Analysts,Business Analyst,TC Energy,Alberta,"Calgary, Alberta","COMPUTER SCIENCE, POWER BI, VISIO, USABILITY, IT",ANY,In-Person,Energy,110000
Business Systems Analysts,System Analyst,Delbridge Solutions Inc.,Ontario,"Concord, Ontario","SQL, PROJECT MANAGEMENT, TIME MANAGEMENT",ANY,In-Person,Consulting,73500
Financial and Operational Analysts,Analyst,Carbon6,Ontario,"Toronto, Ontario","CRM SOFTWARE, SQL, SQL, ORGANIZATIONAL SKILLS, DATA VISUALIZATION",ANY,In-Person,Automotive,60000
Business and Technical Analysts,Analyst,The PUR Company Inc.,Ontario,"Toronto, Ontario","STATISTICS, SQL, RETAIL LINK, NIELSEN, ORGANIZATIONAL SKILLS",ANY,In-Person,Others,67500
Senior Business Analysts,BI Analyst,Assumption Life,New Brunswick,"Moncton, New Brunswick","BILINGUAL, TABLEAU, POWER BI, BUSINESS INTELLIGENCE, PYTHON",ANY,In-Person,Others,100500
Senior Business Analysts,Business Analyst,Jeevan Technologies,Ontario,"Toronto, Ontario","BUSINESS ANALYSIS, MICROSERVICES, CUSTOMER RELATIONSHIP MANAGEMENT, REST, SCRUM",Senior,In-Person,Technology,158640
Senior Business Intelligence Analysts,Analyst,Ministry of Education,Ontario,"Toronto, Ontario","ORACLE, WORD PROCESSING, PYTHON, DATABASES, PRESENTATION SKILLS",ANY,In-Person,Education,86000
Systems and Data Analysts,Business Analyst,PHSA,British Columbia,"Vancouver, British Columbia","STATISTICAL SOFTWARE, POWER BI, STATISTICS, OFFICE SUITE, DATABASES",ANY,In-Person,Others,91000
Senior Data Analysts,Analyst,DM Lyons Consulting,Ontario,"Toronto, Ontario","COMPUTER OPERATION, SQL, OFFICE SUITE, DATA MANAGEMENT, CONTINUOUS IMPROVEMENT",Senior,In-Person,Consulting,95000
Senior Data Analysts,Analyst,Klick Health,Ontario,"Toronto, Ontario","POWER BI, BUSINESS INTELLIGENCE, STATISTICS, GIT, TABLEAU",ANY,In-Person,Healthcare,130500
Business and Technical Analysts,Analyst,Enbridge,Alberta,"Calgary, Alberta","POWER BI, TABLEAU, DATA ANALYTICS, ISO 27002, ORGANIZATIONAL SKILLS",ANY,In-Person,Others,75000
Database Analysts,Analyst,Chase Auto Parts Inc.,Ontario,"Mississauga, Ontario","R, SQL, PYTHON, OFFICE SUITE, SQL",ANY,In-Person,Others,94640
Systems and Data Analysts,Programmer,The City of Vancouver,British Columbia,"Vancouver, British Columbia","CI/CD, AZURE, OPERATING SYSTEMS, ORACLE, MVC",ANY,In-Person,Technology,99424
Financial and Operational Analysts,Analyst,CloudMD Software & Services Inc - CAN,Quebec,"Beauceville, Quebec","PYTHON, BILINGUAL, TABLEAU, SQL, ADP",ANY,In-Person,Technology,51100
Database Analysts,Analyst,Aarorn Technologies Inc.,Ontario,"Guelph, Ontario","ORACLE, XML, DB2, VISUAL STUDIO, SQL",ANY,In-Person,Technology,87360
Business and Marketing Analysts,Analyst,Relay Financial,Ontario,"Toronto, Ontario","SALES, PROJECT MANAGEMENT, CONTINUOUS IMPROVEMENT, B2B, NO SQL",ANY,In-Person,Finance,57500
Senior Data Analysts,Data Analyst,Triumph Well Services,Alberta,"Calgary, Alberta","PYTHON, RESEARCH, MARKETING",ANY,In-Person,Service,104000
Financial and Operational Analysts,Analyst,Intellifi,British Columbia,"Vancouver, British Columbia","POWER BI, MAINTENANCE, SQL, USABILITY, ORGANIZATIONAL SKILLS",ANY,In-Person,Others,62500
Systems and Data Analysts,Analyst,BCAA,British Columbia,"Burnaby, British Columbia","PYTHON, POWER BI, SQL, MICROSOFT OUTLOOK, R",Senior,In-Person,Others,96500
Senior Data Analysts,Data Analyst,Solution SFT,Quebec,"Saint-Laurent, Quebec","BILINGUAL, STATISTICS, POWER BI, SAS, R",ANY,In-Person,Others,91000
Senior Supply Chain Data Analysts,Analyst,American Iron and Metal,Ontario,"Hamilton, Ontario","SQL, SUPPLY CHAIN, MRP, STATISTICS, NO SQL",ANY,In-Person,Others,62000
Senior Business Analysts,Data Analyst,LifeLabs,Ontario,"Toronto, Ontario","PYTHON, NO SQL, POWER BI, SQL, MICROSOFT ACCESS",Senior,In-Person,Others,80500
Business and Marketing Analysts,Analyst,BMO Financial Group,Ontario,"Toronto, Ontario","SQL, STATISTICS, NO SQL",ANY,In-Person,Finance,86000
Senior Supply Chain Data Analysts,Analyst,Monark,British Columbia,"White Rock, British Columbia","PRICING, POWER BI, SQL, R, PYTHON",ANY,In-Person,Others,65000
Systems and Data Analysts,Analyst,Canadian Institute for Health Information,Ontario,"Ottawa, Ontario","BILINGUAL, TABLEAU, R, STATISTICS, PYTHON",Senior,In-Person,Technology,82720
Database Analysts,Analyst,TEI Web Solutions,British Columbia,"North Vancouver, British Columbia",PYTHON,ANY,In-Person,Consulting,80080
Business Systems Analysts,Analyst,Dawson Group,British Columbia,"Kamloops, British Columbia","POWER BI, SQL, ACCOUNTING SOFTWARE, TABLEAU, DATABASES",ANY,In-Person,Others,71500
Senior Business Analysts,Analyst,CLEAResult,British Columbia,"Port Coquitlam, British Columbia","STATISTICAL SOFTWARE, SQL, CUSTOMER SERVICE, OFFICE SUITE, NO SQL",ANY,In-Person,Others,58240
Business and Marketing Analysts,Business Analyst,Porter Airlines Inc.,Ontario,"Toronto, Ontario","PYTHON, NO SQL, GOOGLE DOCS, SQL, PROCUREMENT",ANY,In-Person,Others,60500
Systems and Data Analysts,System Analyst,Ray Legacy Consulting Services Inc.,British Columbia,"Burnaby, British Columbia","PYTHON, SQL, COMPUTER NETWORKING, COMPUTER SKILLS, LINUX",ANY,In-Person,Consulting,76960
Senior Business Analysts,Data Associate,Manulife,Ontario,"Toronto, Ontario","INCIDENT MANAGEMENT, ADMINISTRATIVE EXPERIENCE, PRESENTATION SKILLS, NEW RELIC, SHAREPOINT",Mid,In-Person,Others,82000
Financial and Operational Analysts,Analyst,Altus Group,Nova Scotia,"Halifax, Nova Scotia","NO SQL, SQL, MICROSOFT OUTLOOK, RESEARCH, OFFICE SUITE",ANY,In-Person,Others,61000
Senior Data Analysts,Data Analyst,InSync,Alberta,"Calgary, Alberta","OIL & GAS, OFFICE SUITE, TAXONOMY, STATISTICS, RECORDS MANAGEMENT",ANY,In-Person,Others,73500
Senior Supply Chain Data Analysts,Analyst,Elk Valley Resources,British Columbia,"Sparwood, British Columbia","PYTHON, NO SQL, SQL, MICROSOFT OUTLOOK, SUPPLY CHAIN",ANY,In-Person,Others,91500
Senior Business Intelligence Analysts,Analyst,TMX Group Limited,Ontario,"Toronto, Ontario","STATISTICS, ORGANIZATIONAL SKILLS, NO SQL",ANY,In-Person,Technology,69500
Senior Business Intelligence Analysts,Data Analyst,360insights,Ontario,"Whitby, Ontario","DATA MODELING, NOSQL, DATABASES, SQL, AWS",Senior,In-Person,Others,78150
Senior Supply Chain Data Analysts,Analyst,Avnan,Ontario,"Mississauga, Ontario","SQL, SUPPLY CHAIN, ERP SYSTEMS, OFFICE SUITE, STATISTICS",ANY,In-Person,Others,62000
Senior Business Analysts,Analyst,York Regional Police,Ontario,"Aurora, Ontario","OFFICE SUITE, STATISTICS, COMPUTER SKILLS, NO SQL, TIME MANAGEMENT",ANY,In-Person,Others,104500
Senior Business Analysts,Business Analyst,RPM TECHNOLOGIES CORP,Ontario,"Toronto, Ontario","BILINGUAL, TABLEAU, CUSTOMER SERVICE, PYTHON, STATISTICS",Junior,In-Person,Technology,56100
Senior Supply Chain Data Analysts,Analyst,Royal Bank of Canada,Ontario,"Toronto, Ontario","COMPUTER SCIENCE, R, TABLEAU, SQL, DATA ANALYTICS",ANY,In-Person,Finance,77750
Financial and Operational Analysts,Analyst,Ventura Foods,Ontario,"Etobicoke, Ontario","PRICING, SQL, LOGISTICS, OFFICE SUITE, STATISTICS",ANY,In-Person,Others,73000
Business and Marketing Analysts,Business Analyst,MGIS,Ontario,"Ottawa, Ontario","BUSINESS ANALYSIS, STATISTICS, SQL, NO SQL",ANY,In-Person,Others,72000
Senior Business Analysts,Business Analyst,Evolution Mining,Ontario,"Red Lake, Ontario",NO SQL,Senior,In-Person,Others,75000
Senior Business Analysts,Analyst,EQ Bank | Equitable Bank,Ontario,"Toronto, Ontario","KNOWLEDGE MANAGEMENT, POWER BI, R, TABLEAU, SQL",Senior,In-Person,Technology,70500
Senior Business Intelligence Analysts,Analyst,Toronto and Region Conservation Authority (TRCA),Ontario,"Concord, Ontario","ARCGIS, SQL, R, STATISTICS, OFFICE SUITE",ANY,In-Person,Technology,82357.6
Senior Business Analysts,Analyst,Bayshore HealthCare,Ontario,"Mississauga, Ontario","PYTHON, SQL, RESEARCH, OFFICE SUITE, NO SQL",ANY,In-Person,Healthcare,67000
Senior Business Analysts,Business Analyst,RealDecoy,Ontario,"Ottawa, Ontario","POWER BI, CSS, TABLEAU, SQL, PHP",ANY,In-Person,Others,75250
Senior Business Analysts,BI Analyst,GLENTEL,British Columbia,"Burnaby, British Columbia","POWER BI, SQL, R, SQL, PYTHON",ANY,In-Person,Others,65000
Financial and Operational Analysts,Analyst,Pratts Food Service Alberta,Alberta,"Rocky View County, Alberta","PRICING, POWER BI, SQL, BUSINESS INTELLIGENCE, SALES",ANY,In-Person,Service,56000
Senior Supply Chain Data Analysts,Business Analyst,Monark,British Columbia,"Surrey, British Columbia","STATISTICS, BUSINESS REQUIREMENTS, NO SQL",ANY,In-Person,Others,80000
Financial and Operational Analysts,Analyst,Nature Fresh Farms Inc,Ontario,"Leamington, Ontario","STATISTICS, PRESENTATION SKILLS, NO SQL, ANALYTICS",ANY,In-Person,Others,71500
Business Systems Analysts,System Analyst,AIR TRAIN FREIGHT SYSTEMS INC,Ontario,"Mississauga, Ontario",PYTHON,ANY,In-Person,Transportation,59072
Senior Business Analysts,Analyst,LifeWorks,Ontario,"Toronto, Ontario","BILINGUAL, TABLEAU, GOOGLE SUITE, PRICING, PYTHON",Senior,In-Person,Others,75250
Business Systems Analysts,System Analyst,Champion Petfoods,Alberta,"Edmonton, Alberta","POWER BI, SQL, WATERFALL, REACT, SALESFORCE",ANY,In-Person,Others,86500
Senior Business Intelligence Analysts,System Analyst,Accuristix,Ontario,"Brampton, Ontario","JIRA, DATA MODELING, AZURE, C#, BUSINESS ANALYSIS",ANY,In-Person,Others,86000
Senior Business Intelligence Analysts,Analyst,Ground Effects,Ontario,"Windsor, Ontario","DATA MINING, XML, C#, ERP SYSTEMS, PROCESS IMPROVEMENT",ANY,In-Person,Others,56500
Senior Business Intelligence Analysts,Analyst,Ground Effects,Nova Scotia,"Windsor, Nova Scotia","DATA MINING, XML, C#, ERP SYSTEMS, PROCESS IMPROVEMENT",ANY,In-Person,Others,56500
Senior Business Intelligence Analysts,Analyst,Ground Effects,Quebec,"Windsor, Quebec","DATA MINING, XML, C#, ERP SYSTEMS, PROCESS IMPROVEMENT",ANY,In-Person,Others,56500
Database Analysts,Analyst,County of Grande Prairie No. 1,Alberta,"Clairmont, Alberta","ARCGIS, SQL, PYTHON, GIS",ANY,In-Person,Government,102856
Senior Business Intelligence Analysts,Analyst,CWB Financial Group,British Columbia,"Vancouver, British Columbia","SQL, STATISTICS, ORGANIZATIONAL SKILLS, NO SQL",ANY,In-Person,Finance,59500
Business Systems Analysts,Analyst,Medavie Blue Cross,New Brunswick,"New Brunswick, New Brunswick","POWER BI, STATISTICS, SQL",ANY,In-Person,Healthcare,88668.4
Senior Business Intelligence Analysts,Analyst,Eastern Health Canada,Newfoundland and Labrador,"Newfoundland and Labrador, Newfoundland and Labrador","RESEARCH, STATISTICS, CONTENT DEVELOPMENT",ANY,In-Person,Healthcare,72477.6
Senior Business Analysts,Business Analyst,Prophecy Technologies Corp,Ontario,"London, Ontario","PYTHON, KNOWLEDGE MANAGEMENT, SQL, VISIO, PROJECT MANAGEMENT",Senior,In-Person,Technology,83200
Business Systems Analysts,System Analyst,Tenaquip Limitee,Quebec,"Senneville, Quebec","BILINGUAL, TABLEAU, WAREHOUSE MANAGEMENT SYSTEM, PYTHON, TABLEAU",ANY,In-Person,Technology,88668.4
Business Systems Analysts,System Analyst,MHI RJ Aviation ULC,Ontario,"Downsview, Ontario","PYTHON, COMPUTER SCIENCE, POWER BI, SQL, AZURE",ANY,In-Person,Transportation,79000
Financial and Operational Analysts,Analyst,Kinross Gold Corporation,Ontario,"Toronto, Ontario","NO SQL, SQL, JD EDWARDS, FINANCIAL AUDITING, ERP SYSTEMS",ANY,In-Person,Others,98000
Senior Business Analysts,Business Analyst,NORSAT INTERNATIONAL INC,British Columbia,"Richmond, British Columbia","PYTHON, NO SQL, POWER BI, SQL, MICROSOFT OUTLOOK",ANY,In-Person,Others,47600
Senior Business Analysts,Business Analyst,NORSAT INTERNATIONAL INC,Quebec,"Richmond, Quebec","PYTHON, NO SQL, POWER BI, SQL, MICROSOFT OUTLOOK",ANY,In-Person,Others,47600
Senior Business Analysts,Business Analyst,NORSAT INTERNATIONAL INC,New Brunswick,"Richmond, New Brunswick","PYTHON, NO SQL, POWER BI, SQL, MICROSOFT OUTLOOK",ANY,In-Person,Others,47600
Systems and Data Analysts,Analyst,Canadian Tire Corporation,Ontario,"Toronto, Ontario","POWER BI, DATA MODELING, AZURE, BUSINESS INTELLIGENCE, STATISTICS",ANY,In-Person,Others,63000
Senior Data Analysts,Data Analyst,Canadian Tire Corporation,Ontario,"Oakville, Ontario","AZURE, BIG DATA, SPARK, GOOGLE CLOUD PLATFORM, APACHE HIVE",Senior,In-Person,Others,85500
Senior Supply Chain Data Analysts,Analyst,Aecon Group,Ontario,"Toronto, Ontario","SOURCING, POWER BI, SQL, VISUAL BASIC, SAP",Senior,In-Person,Others,60500
Senior Business Analysts,Analyst,Tim Hortons | Company #4020653,Ontario,"London, Ontario","SQL, SAS",ANY,In-Person,Others,53500
Business and Marketing Analysts,Business Analyst,Energy Safety Canada,Alberta,"Calgary, Alberta","DEVOPS, BUSINESS ANALYSIS, OFFICE SUITE, CHANGE MANAGEMENT, DATABASE DESIGN",ANY,In-Person,Energy,85000
Business and Technical Analysts,Data Analyst,Sunnybrook Health Sciences Centre,Ontario,"Toronto, Ontario","WINDOWS, TYPING, NO SQL",ANY,In-Person,Healthcare,70000
Senior Business Intelligence Analysts,Analyst,Western University,Ontario,"London, Ontario","PYTHON, SQL, STATISTICS, PROCESS IMPROVEMENT, OFFICE SUITE",ANY,In-Person,Technology,78150
Database Analysts,Analyst,CAA Club Group,Ontario,"Thornhill, Ontario","POWER BI, SAS, TABLEAU, DATABASES, SQL",ANY,In-Person,Others,65000
Senior Data Analysts,Data Analyst,EDC,Ontario,"Ottawa, Ontario","BILINGUAL, TABLEAU, POWER BI, DATA MODELING, AZURE",Senior,In-Person,Others,47320
Senior Data Analysts,Data Analyst,Velixo,Quebec,"Montreal, Quebec","COMPUTER SCIENCE, SAGE, SQL, ENTERPRISE SOFTWARE, ERP SYSTEMS",ANY,In-Person,Others,70500
Business and Technical Analysts,Data Analyst,Entegra LLP,Alberta,"Leduc, Alberta","SQL, OFFICE SUITE",ANY,In-Person,Others,64500
Business and Marketing Analysts,Business Analyst,Bayshore HealthCare,Ontario,"Mississauga, Ontario","JIRA, POWER BI, VISIO, OFFICE SUITE, SOFTWARE DEVELOPMENT",ANY,In-Person,Healthcare,76000
Systems and Data Analysts,Data Engineer,Can-Tech Services,Ontario,"Ontario, Ontario","DATA STRUCTURES, DATABASES, CHANGE MANAGEMENT, COMPUTER NETWORKING, CONTRACTS",ANY,In-Person,Technology,93600
Senior Business Intelligence Analysts,Analyst,Toronto Hydro,Ontario,"Toronto, Ontario","NO SQL, PROGRAM MANAGEMENT, SQL, MICROSOFT ACCESS, SAP",ANY,In-Person,Others,87500
Senior Business Analysts,Data Engineer,Life House Group,Quebec,"Montreal, Quebec","MATH, SOFTWARE DEVELOPMENT, DATA WAREHOUSE",Senior,In-Person,Others,120000
Business and Marketing Analysts,Business Analyst,MacDon Industries Ltd.,Manitoba,"Winnipeg, Manitoba","PYTHON, NO SQL, SQL, ERP SYSTEMS, VISIO",ANY,In-Person,Others,57000
Senior Supply Chain Data Analysts,Business Analyst,C.G.I.,Quebec,"Montreal, Quebec","BILINGUAL, TABLEAU, POWER BI, SQL, AZURE",ANY,In-Person,Others,75000
Database Analysts,Programmer,SCiAN Services,Ontario,"Toronto, Ontario","STATISTICS, SAS, NO SQL",ANY,In-Person,Service,93500
Financial and Operational Analysts,Analyst,Labatt Breweries Canada,Ontario,"Mississauga, Ontario","SAP, PROCESS IMPROVEMENT, OFFICE SUITE, COMPUTER SKILLS",ANY,In-Person,Others,63229
Senior Business Intelligence Analysts,Analyst,S&P Global,Ontario,"Toronto, Ontario","PYTHON, NO SQL, SQL, PYTHON, DATA ANALYTICS",ANY,In-Person,Others,65000
Senior Business Intelligence Analysts,Analyst,Ontario Teachers' Pension Plan,Ontario,"Toronto, Ontario","PYTHON, INVESTMENT, COMPUTER SCIENCE, POWER BI, SQL",ANY,In-Person,Others,103500
Senior Supply Chain Data Analysts,Analyst,Specialty Health Network Inc.,Ontario,"Mississauga, Ontario","PYTHON, NO SQL, SQL, MICROSOFT OUTLOOK, ERP SYSTEMS",ANY,In-Person,Healthcare,62000
Financial and Operational Analysts,Analyst,Dens 'N Dente Healthcare,Ontario,"Richmond Hill, Ontario","PYTHON, NO SQL, SQL, PROCUREMENT, SUPPLY CHAIN",ANY,In-Person,Healthcare,48600
Business and Technical Analysts,Developer,Foilcon,Ontario,"Toronto, Ontario","POWER BI, RELATIONAL DATABASES, UX, BUSINESS REQUIREMENTS, NO SQL",ANY,In-Person,Technology,79000
Financial and Operational Analysts,Analyst,Rekuten Global,Ontario,"Toronto, Ontario","TABLEAU, SQL, DATA ANALYTICS",ANY,In-Person,Others,94000
Business Systems Analysts,Risk Analyst,BMO Financial Group,Ontario,"Toronto, Ontario",COMPUTER SCIENCE,ANY,In-Person,Finance,107000
Business and Marketing Analysts,Business Analyst,Cloudtrend Inc.,Alberta,"Edmonton, Alberta","ENTERPRISE SOFTWARE, PERFORMANCE TESTING, CHANGE MANAGEMENT, PROJECT MANAGEMENT, SYSTEM TESTING",ANY,In-Person,Others,82500
Business and Marketing Analysts,Business Analyst,Wellington Catholic District School Board,Ontario,"Guelph, Ontario","SQL, BUSINESS INTELLIGENCE, PROCESS IMPROVEMENT, ADMINISTRATIVE EXPERIENCE, COMPUTER SKILLS",ANY,In-Person,Education,73500
Business and Technical Analysts,Analyst,Medicentres Canada Inc.,Ontario,"Newmarket, Ontario","STATISTICS, PROJECT MANAGEMENT, PRESENTATION SKILLS, EMR SYSTEMS, NO SQL",ANY,In-Person,Healthcare,65500
Senior Business Analysts,Analyst,Dentsu Media,Ontario,"Toronto, Ontario","PYTHON, SQL, FACEBOOK ADVERTISING, MATH, PRESENTATION SKILLS",ANY,In-Person,Healthcare,64500
Senior Business Intelligence Analysts,Analyst,Canadian Medical Protective Association,Ontario,"Ottawa, Ontario","PYTHON, TABLEAU, SQL, MICROSOFT OUTLOOK, MEDICAL OFFICE EXPERIENCE",ANY,In-Person,Healthcare,79500
Business and Marketing Analysts,Business Analyst,Coniah Consulting Inc.,Saskatchewan,"Regina, Saskatchewan","AZURE, DEVOPS, STATISTICS, USER ACCEPTANCE TESTING, BUSINESS REQUIREMENTS",ANY,In-Person,Consulting,146640
Systems and Data Analysts,Analyst,McLean & Co,Ontario,"Toronto, Ontario","PYTHON, SQL, STATISTICS, STATISTICS, PRESENTATION SKILLS",Senior,In-Person,Others,60000
Business and Technical Analysts,Data Analyst,Ungava Tulattavik Health Center,Quebec,"Quebec, Quebec","BILINGUAL, TABLEAU, PYTHON, CHEF",ANY,In-Person,Healthcare,158640
Senior Business Analysts,Business Analyst,Lantic Inc.,British Columbia,"Vancouver, British Columbia","BILINGUAL, TABLEAU, COMPUTER SCIENCE, POWER BI, ERP SYSTEMS",Senior,In-Person,Others,87000
Financial and Operational Analysts,Analyst,AutoTrader.ca,Ontario,"Midtown Toronto, Ontario","PRICING, BUSINESS INTELLIGENCE, SALES, .NET, STATISTICAL ANALYSIS",ANY,In-Person,Others,89000
Senior Data Analysts,Analyst,Viana Inc.,Ontario,"Woodbridge, Ontario","XML, VISUAL BASIC, OBJECTIVE-C, PYTHON, WINDOWS",ANY,In-Person,Others,90355.2
Senior Supply Chain Data Analysts,Business Analyst,FirstOntario Credit Union,Ontario,"Hamilton, Ontario",SQL,Senior,In-Person,Technology,64000
Financial and Operational Analysts,Business Analyst,Portage Mutual Insurance,Manitoba,"Portage la Prairie, Manitoba","JIRA, BUSINESS ANALYSIS, SQL, STATISTICS, AGILE",ANY,In-Person,Insurance,62000
Systems and Data Analysts,System Analyst,BRP,Quebec,"Sherbrooke, Quebec","BILINGUAL, TABLEAU, POWER BI, PYTHON, STATISTICS",ANY,In-Person,Others,99000
Senior Business Analysts,Business Analyst,Seven Hills Technology inc,Ontario,"Toronto, Ontario","PROGRAM MANAGEMENT, AZURE, SAP HANA, KANBAN, SAP",ANY,In-Person,Technology,109200
Business Systems Analysts,System Analyst,CIBC,Ontario,"Toronto, Ontario","TABLEAU, OFFICE SUITE, AGILE, BUSINESS REQUIREMENTS, REQUIREMENTS GATHERING",ANY,In-Person,Others,70500
Business and Technical Analysts,Analyst,Citi,Ontario,"Mississauga, Ontario","ORACLE, SAS, SQL, SQL, STATISTICS",Senior,In-Person,Technology,77000
Senior Business Analysts,Business Analyst,Intelliware,Ontario,"Toronto, Ontario","BUSINESS ANALYSIS, PRESENTATION SKILLS, AGILE, BUSINESS REQUIREMENTS",ANY,In-Person,Others,85000
Business Systems Analysts,Analyst,Advanis,Remote,"Canada, Remote","STATISTICAL SOFTWARE, SAS, R, STATISTICS, TABLEAU",ANY,In-Person,Others,88668.4
Database Analysts,Analyst,CHAVA GLOBAL SOFTWARE SOLUTIONS LTD.,Ontario,"Markham, Ontario",PYTHON,ANY,In-Person,Technology,89440
Database Analysts,Analyst,Avari Wireless Corporation,British Columbia,"Burnaby, British Columbia",PYTHON,ANY,In-Person,Telecommunications,80267.2
Business Systems Analysts,Business Analyst,FirstOntario Credit Union,Ontario,"St. Catharines, Ontario",No Specification,ANY,In-Person,Technology,64000
Database Analysts,Analyst,AG IT Consulting,Ontario,"Concord, Ontario","PYTHON, DATABASES, COMPUTER SKILLS",ANY,In-Person,Technology,91520
